journal_entry_id,fund_code,entry_date,entry_type,reference_number,description,account_code,account_name,debit_amount,credit_amount,currency_code,fx_rate,fx_rate_as_of,fx_rate_source,non_cash,source_document,created_by,created_date,last_modified_date
ACC-JE-1029,ADMIN-FUND-001,2022-06-23,EXPENSE,20191,Well form later better place answer south. Approach idea lawyer article smile.,5000,Fund Expenses,76773.18,0.0,EUR,1.0,2022-06-23,INTERNAL,False,Invoice,David Harvey,2022-06-23,2022-06-23
ACC-JE-1030,ADMIN-FUND-001,2021-04-01,EXPENSE,81069,Everybody level market environmental. Early rise impact goal. Stuff case total coach card water.,5000,Fund Expenses,98548.33,0.0,EUR,1.0,2021-04-01,INTERNAL,False,Invoice,Peter Mata,2021-04-01,2021-04-01
ACC-JE-1031,ADMIN-FUND-001,2022-07-14,EXPENSE,55678,Center decade recent win six. Where series series himself address bring. Beautiful PM air him no.,5000,Fund Expenses,243042.19,0.0,EUR,1.0,2022-07-14,INTERNAL,False,Invoice,Kimberly Harris,2022-07-14,2022-07-14
ACC-JE-1032,ADMIN-FUND-001,2024-08-27,EXPENSE,42070,Clearly admit positive difference similar me. Gun low least beyond pick able.,5000,Fund Expenses,256727.71,0.0,EUR,1.0,2024-08-27,INTERNAL,False,Invoice,Julie Luna,2024-08-27,2024-08-27
ACC-JE-1033,ADMIN-FUND-001,2025-08-01,EXPENSE,53435,Foreign appear add bed family business firm.,5000,Fund Expenses,244702.58,0.0,EUR,1.0,2025-08-01,INTERNAL,False,Invoice,Lindsey Gray,2025-08-01,2025-08-01
ACC-JE-1034,ADMIN-FUND-001,2025-03-05,EXPENSE,99515,Player allow page bit blue most watch. Marriage model century cut actually family.,5000,Fund Expenses,99525.31,0.0,EUR,1.0,2025-03-05,INTERNAL,False,Invoice,James Torres,2025-03-05,2025-03-05
ACC-JE-1035,ADMIN-FUND-001,2021-01-06,EXPENSE,37282,Newspaper report quickly would home. Already plan story success model visit.,5000,Fund Expenses,195533.27,0.0,EUR,1.0,2021-01-06,INTERNAL,False,Invoice,Dr. Brittany Walton,2021-01-06,2021-01-06
ACC-JE-1036,ADMIN-FUND-001,2021-07-30,EXPENSE,48606,Individual her major lot organization.,5000,Fund Expenses,237534.31,0.0,EUR,1.0,2021-07-30,INTERNAL,False,Invoice,Harold Garcia,2021-07-30,2021-07-30
ACC-JE-1037,ADMIN-FUND-001,2024-11-23,EXPENSE,80438,Kitchen feel southern question we million. Work follow result pressure.,5000,Fund Expenses,35023.24,0.0,EUR,1.0,2024-11-23,INTERNAL,False,Invoice,Taylor Dunn,2024-11-23,2024-11-23
ACC-JE-1038,ADMIN-FUND-001,2020-11-27,EXPENSE,31786,Value reduce cause send. Term share talk.,5000,Fund Expenses,47586.36,0.0,EUR,1.0,2020-11-27,INTERNAL,False,Invoice,Charles Jackson,2020-11-27,2020-11-27
ACC-JE-1039,ADMIN-FUND-001,2025-06-17,EXPENSE,56481,Girl different data trip measure.,5000,Fund Expenses,234013.96,0.0,EUR,1.0,2025-06-17,INTERNAL,False,Invoice,Benjamin Davidson,2025-06-17,2025-06-17
ACC-JE-1040,ADMIN-FUND-001,2025-04-14,EXPENSE,28294,Administration never hold billion citizen. Whose charge show dog debate three.,5000,Fund Expenses,201285.58,0.0,EUR,1.0,2025-04-14,INTERNAL,False,Invoice,Kevin Johnson,2025-04-14,2025-04-14
ACC-JE-1041,ADMIN-FUND-001,2024-02-18,EXPENSE,67883,Include shoulder it world wife model. Student fill face able player law.,5000,Fund Expenses,154065.77,0.0,EUR,1.0,2024-02-18,INTERNAL,False,Invoice,Olivia Rush,2024-02-18,2024-02-18
ACC-JE-1042,ADMIN-FUND-001,2022-03-27,EXPENSE,26626,Themselves treat event to. Occur get sea suggest add baby attack. Reach series pattern.,5000,Fund Expenses,142098.81,0.0,EUR,1.0,2022-03-27,INTERNAL,False,Invoice,Tony Cooper,2022-03-27,2022-03-27
ACC-JE-1043,ADMIN-FUND-001,2020-12-27,EXPENSE,75761,Color try term reason. Send often church star conference.,5000,Fund Expenses,259841.16,0.0,EUR,1.0,2020-12-27,INTERNAL,False,Invoice,Mark Friedman,2020-12-27,2020-12-27
ACC-JE-1044,ADMIN-FUND-001,2021-11-03,EXPENSE,80739,As thought far approach stand read collection animal. Main outside sport small.,5000,Fund Expenses,196762.79,0.0,EUR,1.0,2021-11-03,INTERNAL,False,Invoice,Mckenzie Schroeder,2021-11-03,2021-11-03
ACC-JE-1045,ADMIN-FUND-001,2021-09-07,EXPENSE,73321,Once student brother by deep major. Arrive appear education either.,5000,Fund Expenses,213387.51,0.0,EUR,1.0,2021-09-07,INTERNAL,False,Invoice,Christina Thomas,2021-09-07,2021-09-07
ACC-JE-1046,ADMIN-FUND-001,2023-05-24,EXPENSE,35988,How similar forget window.,5000,Fund Expenses,226886.79,0.0,EUR,1.0,2023-05-24,INTERNAL,False,Invoice,Toni Lopez,2023-05-24,2023-05-24
ACC-JE-1047,ADMIN-FUND-001,2021-07-25,EXPENSE,56919,Particular these middle sense. Activity what several group outside.,5000,Fund Expenses,116001.04,0.0,EUR,1.0,2021-07-25,INTERNAL,False,Invoice,Lori Sampson,2021-07-25,2021-07-25
ACC-JE-1048,ADMIN-FUND-001,2023-07-30,EXPENSE,54917,Gas day today. Tough role benefit anything tend after special.,5000,Fund Expenses,247664.18,0.0,EUR,1.0,2023-07-30,INTERNAL,False,Invoice,Andrea Peterson,2023-07-30,2023-07-30
ACC-JE-1049,ADMIN-FUND-001,2023-05-26,EXPENSE,47360,Budget enough teacher keep. True information usually book certainly foreign local.,5000,Fund Expenses,48909.11,0.0,EUR,1.0,2023-05-26,INTERNAL,False,Invoice,Taylor Garcia DVM,2023-05-26,2023-05-26
ACC-JE-1050,ADMIN-FUND-001,2025-09-15,EXPENSE,21062,Factor rest girl yourself sing then cover.,5000,Fund Expenses,44977.19,0.0,EUR,1.0,2025-09-15,INTERNAL,False,Invoice,Brian Johnson,2025-09-15,2025-09-15
ACC-JE-1051,ADMIN-FUND-001,2024-06-07,EXPENSE,33283,Face difference after article under go west. Another building too important.,5000,Fund Expenses,159040.11,0.0,EUR,1.0,2024-06-07,INTERNAL,False,Invoice,Chelsea Fleming,2024-06-07,2024-06-07
ACC-JE-1052,ADMIN-FUND-001,2024-02-21,EXPENSE,87579,Alone scene find week how worker. Off five finally inside though.,5000,Fund Expenses,53596.82,0.0,EUR,1.0,2024-02-21,INTERNAL,False,Invoice,Benjamin Huffman,2024-02-21,2024-02-21
ACC-JE-1053,ADMIN-FUND-001,2021-01-12,EXPENSE,12787,Production continue travel. Either reduce that likely behavior. Choice side area sport.,5000,Fund Expenses,131303.47,0.0,EUR,1.0,2021-01-12,INTERNAL,False,Invoice,Marvin Mendoza,2021-01-12,2021-01-12
ACC-JE-1054,ADMIN-FUND-001,2023-03-24,EXPENSE,46829,Network attack wish mind well laugh.,5000,Fund Expenses,108086.52,0.0,EUR,1.0,2023-03-24,INTERNAL,False,Invoice,Amanda Hale,2023-03-24,2023-03-24
ACC-JE-1055,ADMIN-FUND-001,2021-12-20,EXPENSE,67137,Morning after at year institution city. Visit indicate become everyone heavy.,5000,Fund Expenses,143933.71,0.0,EUR,1.0,2021-12-20,INTERNAL,False,Invoice,Thomas Hall,2021-12-20,2021-12-20
ACC-JE-1056,ADMIN-FUND-001,2024-03-26,EXPENSE,85031,Similar new they. East should way network share.,5000,Fund Expenses,35742.12,0.0,EUR,1.0,2024-03-26,INTERNAL,False,Invoice,Alexander Garcia,2024-03-26,2024-03-26
ACC-JE-1057,ADMIN-FUND-001,2023-03-20,EXPENSE,21813,National environmental cover. Republican agent yes need scientist. Fund wonder report.,5000,Fund Expenses,96654.61,0.0,EUR,1.0,2023-03-20,INTERNAL,False,Invoice,Mark Kim,2023-03-20,2023-03-20
ACC-JE-1058,ADMIN-FUND-001,2022-02-12,EXPENSE,36946,Media chance rate road. Model couple since appear stand environment meeting.,5000,Fund Expenses,190435.89,0.0,EUR,1.0,2022-02-12,INTERNAL,False,Invoice,Joseph Ross,2022-02-12,2022-02-12
ACC-JE-1059,ADMIN-FUND-001,2022-09-04,EXPENSE,32669,Science region yourself whole play like night security. Claim while up.,5000,Fund Expenses,193916.7,0.0,EUR,1.0,2022-09-04,INTERNAL,False,Invoice,Jerry Holder,2022-09-04,2022-09-04
ACC-JE-1060,ADMIN-FUND-001,2021-09-11,EXPENSE,10421,Everyone yes stuff example east. Air describe wear save. Still issue production interview.,5000,Fund Expenses,185661.96,0.0,EUR,1.0,2021-09-11,INTERNAL,False,Invoice,James Clark DDS,2021-09-11,2021-09-11
ACC-JE-1061,ADMIN-FUND-001,2024-07-15,EXPENSE,45116,Politics language represent skill.,5000,Fund Expenses,145732.05,0.0,EUR,1.0,2024-07-15,INTERNAL,False,Invoice,Barbara Griffith,2024-07-15,2024-07-15
ACC-JE-1062,ADMIN-FUND-001,2023-08-15,EXPENSE,87328,Finally yet dinner her most old how. Major strategy their computer six serve somebody.,5000,Fund Expenses,108300.32,0.0,EUR,1.0,2023-08-15,INTERNAL,False,Invoice,Michael Anderson,2023-08-15,2023-08-15
ACC-JE-1063,ADMIN-FUND-001,2021-02-16,EXPENSE,20178,Financial ball information professor population option. In would population moment soldier.,5000,Fund Expenses,144622.97,0.0,EUR,1.0,2021-02-16,INTERNAL,False,Invoice,John Smith,2021-02-16,2021-02-16
ACC-JE-1064,ADMIN-FUND-001,2025-07-13,EXPENSE,93242,Best eight mean.,5000,Fund Expenses,230833.66,0.0,EUR,1.0,2025-07-13,INTERNAL,False,Invoice,Rachael Neal,2025-07-13,2025-07-13
ACC-JE-1065,ADMIN-FUND-001,2024-03-01,EXPENSE,78491,Serve dog discussion it health. Quite marriage defense tough skin candidate sometimes.,5000,Fund Expenses,151210.73,0.0,EUR,1.0,2024-03-01,INTERNAL,False,Invoice,Rachel Ramos,2024-03-01,2024-03-01
ACC-JE-1066,ADMIN-FUND-001,2024-08-15,EXPENSE,59175,Become consider onto painting participant over benefit.,5000,Fund Expenses,125775.17,0.0,EUR,1.0,2024-08-15,INTERNAL,False,Invoice,Bradley Wiley,2024-08-15,2024-08-15
ACC-JE-1067,ADMIN-FUND-001,2021-01-31,EXPENSE,64276,Serious such expert growth lot really. Yard money common personal hear reveal good including.,5000,Fund Expenses,93161.68,0.0,EUR,1.0,2021-01-31,INTERNAL,False,Invoice,Katrina Gutierrez,2021-01-31,2021-01-31
ACC-JE-1068,ADMIN-FUND-001,2022-01-01,EXPENSE,18800,Natural thank concern up. Ground century take money marriage.,5000,Fund Expenses,127630.84,0.0,EUR,1.0,2022-01-01,INTERNAL,False,Invoice,Brian Scott,2022-01-01,2022-01-01
ACC-JE-1069,ADMIN-FUND-001,2021-12-02,EXPENSE,89813,Ready challenge green large. Generation history administration perform.,5000,Fund Expenses,223844.5,0.0,EUR,1.0,2021-12-02,INTERNAL,False,Invoice,Rebekah Stone,2021-12-02,2021-12-02
ACC-JE-1070,ADMIN-FUND-001,2021-01-20,EXPENSE,28218,Something system impact indeed. Ask campaign blood hold. Need sit still consumer ten.,5000,Fund Expenses,166567.06,0.0,EUR,1.0,2021-01-20,INTERNAL,False,Invoice,Brian Little,2021-01-20,2021-01-20
ACC-JE-1071,ADMIN-FUND-001,2025-06-25,EXPENSE,20190,Interest class movie international. Animal human lose yet glass green. Same send force beyond able.,5000,Fund Expenses,211831.99,0.0,EUR,1.0,2025-06-25,INTERNAL,False,Invoice,Steven Haynes,2025-06-25,2025-06-25
ACC-JE-1072,ADMIN-FUND-001,2021-12-25,EXPENSE,36992,Beat arrive level wear several.,5000,Fund Expenses,128331.49,0.0,EUR,1.0,2021-12-25,INTERNAL,False,Invoice,Jasmine Olson,2021-12-25,2021-12-25
ACC-JE-1073,ADMIN-FUND-001,2021-07-15,EXPENSE,85743,Trade report adult reduce their right test myself. Many close first feeling reach heavy.,5000,Fund Expenses,211368.07,0.0,EUR,1.0,2021-07-15,INTERNAL,False,Invoice,Rebecca Villegas,2021-07-15,2021-07-15
ACC-JE-1074,ADMIN-FUND-001,2023-02-25,EXPENSE,76711,Benefit area herself for until his child. Discuss choice glass instead camera I.,5000,Fund Expenses,212238.79,0.0,EUR,1.0,2023-02-25,INTERNAL,False,Invoice,Mark Garza,2023-02-25,2023-02-25
ACC-JE-1075,ADMIN-FUND-001,2022-01-14,EXPENSE,30174,Strong show language to four. Energy bit continue end why.,5000,Fund Expenses,61332.87,0.0,EUR,1.0,2022-01-14,INTERNAL,False,Invoice,Allison Johnson,2022-01-14,2022-01-14
ACC-JE-1076,ADMIN-FUND-001,2021-07-01,EXPENSE,69970,Century war rest story debate. Voice tell growth authority across. Event car whose gun center loss.,5000,Fund Expenses,141518.46,0.0,EUR,1.0,2021-07-01,INTERNAL,False,Invoice,Erik Macias,2021-07-01,2021-07-01
ACC-JE-1077,ADMIN-FUND-001,2022-10-26,EXPENSE,32494,Author hospital day allow professional prevent deep. View safe eat image citizen easy choice.,5000,Fund Expenses,175840.72,0.0,EUR,1.0,2022-10-26,INTERNAL,False,Invoice,Brett Oneill,2022-10-26,2022-10-26
ACC-JE-1078,ADMIN-FUND-001,2024-12-04,EXPENSE,87510,Low others game few. Never move country big five.,5000,Fund Expenses,200858.1,0.0,EUR,1.0,2024-12-04,INTERNAL,False,Invoice,James Scott,2024-12-04,2024-12-04
ACC-JE-1079,ADMIN-FUND-001,2025-04-28,EXPENSE,93851,Everybody those thus nor name behind. Early speak team often be purpose simple.,5000,Fund Expenses,103913.61,0.0,EUR,1.0,2025-04-28,INTERNAL,False,Invoice,Adam Evans,2025-04-28,2025-04-28
ACC-JE-1080,ADMIN-FUND-001,2024-12-01,EXPENSE,88726,Police car value where bit site year. Than throw which between. Front western by art eye.,5000,Fund Expenses,156694.83,0.0,EUR,1.0,2024-12-01,INTERNAL,False,Invoice,Maria Grant,2024-12-01,2024-12-01
ACC-JE-1081,ADMIN-FUND-001,2022-02-28,EXPENSE,52762,Industry behavior hospital us purpose. Box among west likely. Approach rather law type senior.,5000,Fund Expenses,229904.37,0.0,EUR,1.0,2022-02-28,INTERNAL,False,Invoice,Steven Johnson,2022-02-28,2022-02-28
ACC-JE-1082,ADMIN-FUND-001,2023-03-31,EXPENSE,34097,Mouth threat vote check six. Common offer provide company side. Also father provide put nearly.,5000,Fund Expenses,255328.88,0.0,EUR,1.0,2023-03-31,INTERNAL,False,Invoice,Paul Schwartz,2023-03-31,2023-03-31
ACC-JE-1083,ADMIN-FUND-001,2022-04-10,EXPENSE,80757,Kitchen certain picture back. She yard religious able cover.,5000,Fund Expenses,50894.46,0.0,EUR,1.0,2022-04-10,INTERNAL,False,Invoice,Joseph Johnson,2022-04-10,2022-04-10
ACC-JE-1084,ADMIN-FUND-001,2022-06-28,EXPENSE,32477,Force according very coach company. Approach note back hold everybody set.,5000,Fund Expenses,233668.56,0.0,EUR,1.0,2022-06-28,INTERNAL,False,Invoice,Nicole Walsh,2022-06-28,2022-06-28
ACC-JE-1085,ADMIN-FUND-001,2023-08-13,EXPENSE,79518,Side something do group sort young. Our beautiful son draw consider body. Change control up.,5000,Fund Expenses,163409.51,0.0,EUR,1.0,2023-08-13,INTERNAL,False,Invoice,Ashley Cook,2023-08-13,2023-08-13
ACC-JE-1086,ADMIN-FUND-001,2024-06-19,EXPENSE,32967,Rich break fall south. Yes thought whom keep avoid.,5000,Fund Expenses,46591.0,0.0,EUR,1.0,2024-06-19,INTERNAL,False,Invoice,Anthony Brown,2024-06-19,2024-06-19
ACC-JE-1087,ADMIN-FUND-001,2022-01-15,EXPENSE,52737,Court account business. Value idea trade left. Bit practice already billion call degree.,5000,Fund Expenses,96175.48,0.0,EUR,1.0,2022-01-15,INTERNAL,False,Invoice,Chase Johnson,2022-01-15,2022-01-15
ACC-JE-1088,ADMIN-FUND-001,2022-04-12,EXPENSE,78409,As as simple.,5000,Fund Expenses,111268.51,0.0,EUR,1.0,2022-04-12,INTERNAL,False,Invoice,Stacy Evans,2022-04-12,2022-04-12
ACC-JE-1089,ADMIN-FUND-001,2025-10-11,EXPENSE,48697,Million we our girl physical. Party draw try institution five ask.,5000,Fund Expenses,35888.81,0.0,EUR,1.0,2025-10-11,INTERNAL,False,Invoice,Justin Reyes,2025-10-11,2025-10-11
ACC-JE-1090,ADMIN-FUND-001,2024-02-21,EXPENSE,88206,Sea smile plan series activity many. Summer animal low into structure see laugh heart.,5000,Fund Expenses,83488.25,0.0,EUR,1.0,2024-02-21,INTERNAL,False,Invoice,Mike Dodson,2024-02-21,2024-02-21
ACC-JE-1091,ADMIN-FUND-001,2024-12-08,EXPENSE,11173,Scene grow north. Right price great out low now.,5000,Fund Expenses,118320.77,0.0,EUR,1.0,2024-12-08,INTERNAL,False,Invoice,Ethan Lopez,2024-12-08,2024-12-08
ACC-JE-1092,ADMIN-FUND-001,2023-07-31,EXPENSE,84605,Cut practice discussion majority. Conference six put finally character.,5000,Fund Expenses,254679.8,0.0,EUR,1.0,2023-07-31,INTERNAL,False,Invoice,Melissa Carter,2023-07-31,2023-07-31
ACC-JE-1093,ADMIN-FUND-001,2024-10-26,EXPENSE,87333,Decision one law development return between which. Camera chance dream billion.,5000,Fund Expenses,121289.58,0.0,EUR,1.0,2024-10-26,INTERNAL,False,Invoice,Kim Kaiser,2024-10-26,2024-10-26
ACC-JE-1094,ADMIN-FUND-001,2022-07-07,EXPENSE,82462,Color cause role consider. Trade newspaper size model.,5000,Fund Expenses,108143.8,0.0,EUR,1.0,2022-07-07,INTERNAL,False,Invoice,Erin Sanders,2022-07-07,2022-07-07
ACC-JE-1095,ADMIN-FUND-001,2020-12-17,EXPENSE,69105,Yet other land head person avoid last myself.,5000,Fund Expenses,199026.96,0.0,EUR,1.0,2020-12-17,INTERNAL,False,Invoice,Christine Stout,2020-12-17,2020-12-17
ACC-JE-1096,ADMIN-FUND-001,2023-09-22,EXPENSE,42382,All task think address fly. Truth focus wall million take. Necessary big buy memory property.,5000,Fund Expenses,103591.84,0.0,EUR,1.0,2023-09-22,INTERNAL,False,Invoice,Peter Sandoval,2023-09-22,2023-09-22
ACC-JE-1097,ADMIN-FUND-001,2025-07-15,EXPENSE,36233,Fly sure water describe. Land administration in.,5000,Fund Expenses,55650.65,0.0,EUR,1.0,2025-07-15,INTERNAL,False,Invoice,Sandra Ball,2025-07-15,2025-07-15
ACC-JE-1098,ADMIN-FUND-001,2021-07-11,EXPENSE,62750,Rate discover manage baby letter. Magazine piece deep increase specific.,5000,Fund Expenses,264576.5,0.0,EUR,1.0,2021-07-11,INTERNAL,False,Invoice,Nicole Johnson,2021-07-11,2021-07-11
ACC-JE-1099,ADMIN-FUND-001,2025-10-14,EXPENSE,95507,"Nor company bring. Position sometimes over others drug under.
Difference election physical field.",5000,Fund Expenses,102747.86,0.0,EUR,1.0,2025-10-14,INTERNAL,False,Invoice,John Dougherty,2025-10-14,2025-10-14
ACC-JE-1100,ADMIN-FUND-001,2023-07-30,EXPENSE,49971,Interesting first instead bar court always. Own school become medical color throughout society.,5000,Fund Expenses,256536.27,0.0,EUR,1.0,2023-07-30,INTERNAL,False,Invoice,Ms. Amber Carney,2023-07-30,2023-07-30
ACC-JE-1101,ADMIN-FUND-001,2021-01-11,EXPENSE,83927,Stand strategy big always while. Since choose easy once I. Class film heart including.,5000,Fund Expenses,203920.81,0.0,EUR,1.0,2021-01-11,INTERNAL,False,Invoice,Lauren Davenport,2021-01-11,2021-01-11
ACC-JE-1102,ADMIN-FUND-001,2024-02-16,EXPENSE,85354,Doctor wife oil popular eye scientist. Management adult whatever sell long program purpose.,5000,Fund Expenses,80962.56,0.0,EUR,1.0,2024-02-16,INTERNAL,False,Invoice,Alexander Davis,2024-02-16,2024-02-16
ACC-JE-1103,ADMIN-FUND-001,2024-07-19,EXPENSE,91090,Build couple half herself education garden price particularly. Large ten many up.,5000,Fund Expenses,145837.77,0.0,EUR,1.0,2024-07-19,INTERNAL,False,Invoice,Michael Harding,2024-07-19,2024-07-19
ACC-JE-1104,ADMIN-FUND-001,2025-04-08,EXPENSE,74994,Sister rate civil up like. Person receive central home force medical news. Water new yard success.,5000,Fund Expenses,149113.48,0.0,EUR,1.0,2025-04-08,INTERNAL,False,Invoice,Dean Shields,2025-04-08,2025-04-08
ACC-JE-1105,ADMIN-FUND-001,2025-05-26,EXPENSE,64924,Reality animal whether owner huge. It difference many sit.,5000,Fund Expenses,47825.64,0.0,EUR,1.0,2025-05-26,INTERNAL,False,Invoice,Dylan Morgan,2025-05-26,2025-05-26
ACC-JE-1106,ADMIN-FUND-001,2025-07-23,EXPENSE,86523,Model cultural senior.,5000,Fund Expenses,227776.06,0.0,EUR,1.0,2025-07-23,INTERNAL,False,Invoice,Michael Stevenson,2025-07-23,2025-07-23
ACC-JE-1107,ADMIN-FUND-001,2022-07-02,EXPENSE,70243,Sport see arrive happen weight worker quite. Effect describe water face country put return ground.,5000,Fund Expenses,78454.45,0.0,EUR,1.0,2022-07-02,INTERNAL,False,Invoice,Megan Eaton,2022-07-02,2022-07-02
ACC-JE-1108,ADMIN-FUND-001,2024-02-21,EXPENSE,50699,Offer sport husband group we form cup. Kitchen paper everyone success plant push.,5000,Fund Expenses,232082.96,0.0,EUR,1.0,2024-02-21,INTERNAL,False,Invoice,Jerome Phillips,2024-02-21,2024-02-21
ACC-JE-1109,ADMIN-FUND-001,2024-03-16,EXPENSE,13364,Organization source economic read. Argue unit institution just type fact how.,5000,Fund Expenses,148455.87,0.0,EUR,1.0,2024-03-16,INTERNAL,False,Invoice,Daniel Anderson,2024-03-16,2024-03-16
ACC-JE-1110,ADMIN-FUND-001,2020-12-15,EXPENSE,18609,Course toward late increase agree matter do. Want relationship record young.,5000,Fund Expenses,106883.09,0.0,EUR,1.0,2020-12-15,INTERNAL,False,Invoice,Kenneth Drake,2020-12-15,2020-12-15
ACC-JE-1111,ADMIN-FUND-001,2023-06-30,EXPENSE,89731,Work indeed decade. Free suffer order unit apply trip.,5000,Fund Expenses,214724.84,0.0,EUR,1.0,2023-06-30,INTERNAL,False,Invoice,Katie Shaffer,2023-06-30,2023-06-30
ACC-JE-1112,ADMIN-FUND-001,2022-04-13,EXPENSE,41312,Want particularly treat while spend image store. Loss over course thousand.,5000,Fund Expenses,54293.3,0.0,EUR,1.0,2022-04-13,INTERNAL,False,Invoice,Nathan Cross,2022-04-13,2022-04-13
ACC-JE-1113,ADMIN-FUND-001,2021-11-01,EXPENSE,54898,Increase body rock man table they school. Material material soldier feel.,5000,Fund Expenses,201887.48,0.0,EUR,1.0,2021-11-01,INTERNAL,False,Invoice,Andrew Mendoza,2021-11-01,2021-11-01
ACC-JE-1114,ADMIN-FUND-001,2025-01-26,EXPENSE,89285,See management pick morning. Record summer ask standard.,5000,Fund Expenses,250926.14,0.0,EUR,1.0,2025-01-26,INTERNAL,False,Invoice,Austin Davis,2025-01-26,2025-01-26
ACC-JE-1115,ADMIN-FUND-001,2024-05-02,EXPENSE,66623,Someone it bag.,5000,Fund Expenses,211153.66,0.0,EUR,1.0,2024-05-02,INTERNAL,False,Invoice,Emily Martin,2024-05-02,2024-05-02
ACC-JE-1116,ADMIN-FUND-001,2022-12-23,EXPENSE,15377,Ten else action play somebody book citizen weight. Performance movement cultural west less win.,5000,Fund Expenses,172535.53,0.0,EUR,1.0,2022-12-23,INTERNAL,False,Invoice,Randy Williams,2022-12-23,2022-12-23
ACC-JE-1117,ADMIN-FUND-001,2022-06-14,EXPENSE,20336,Same huge drive. Difficult he front goal.,5000,Fund Expenses,235318.97,0.0,EUR,1.0,2022-06-14,INTERNAL,False,Invoice,Daniel Lopez,2022-06-14,2022-06-14
ACC-JE-1118,ADMIN-FUND-001,2021-12-29,EXPENSE,22615,Pass adult keep song leg daughter.,5000,Fund Expenses,121666.87,0.0,EUR,1.0,2021-12-29,INTERNAL,False,Invoice,Natalie Gonzalez,2021-12-29,2021-12-29
ACC-JE-1119,ADMIN-FUND-001,2022-09-16,EXPENSE,62342,Rate should fly. Somebody today brother perhaps until foreign make federal.,5000,Fund Expenses,113345.72,0.0,EUR,1.0,2022-09-16,INTERNAL,False,Invoice,Anthony Rivers,2022-09-16,2022-09-16
ACC-JE-1120,ADMIN-FUND-001,2022-02-14,EXPENSE,62858,Country church life begin. Need listen set simple add guess.,5000,Fund Expenses,171933.24,0.0,EUR,1.0,2022-02-14,INTERNAL,False,Invoice,Dawn Lindsey,2022-02-14,2022-02-14
ACC-JE-1121,ADMIN-FUND-001,2023-04-06,EXPENSE,39607,Condition data any without happen cup. Keep chance stop.,5000,Fund Expenses,37554.21,0.0,EUR,1.0,2023-04-06,INTERNAL,False,Invoice,Timothy Ware,2023-04-06,2023-04-06
ACC-JE-1122,ADMIN-FUND-001,2022-01-04,EXPENSE,45735,Price too why realize. Window evidence weight necessary bring all myself floor.,5000,Fund Expenses,144728.31,0.0,EUR,1.0,2022-01-04,INTERNAL,False,Invoice,Kelly Adams,2022-01-04,2022-01-04
ACC-JE-1123,ADMIN-FUND-001,2024-02-25,EXPENSE,98984,Reality modern serve billion now. Shoulder food particular.,5000,Fund Expenses,234826.75,0.0,EUR,1.0,2024-02-25,INTERNAL,False,Invoice,Mitchell Byrd,2024-02-25,2024-02-25
ACC-JE-1124,ADMIN-FUND-001,2023-03-11,EXPENSE,85297,Onto find tend hard name entire follow. Institution simply quality.,5000,Fund Expenses,233409.23,0.0,EUR,1.0,2023-03-11,INTERNAL,False,Invoice,Casey Monroe,2023-03-11,2023-03-11
ACC-JE-1125,ADMIN-FUND-001,2023-08-12,EXPENSE,79919,Indicate somebody much truth leader. Hit consumer describe prove.,5000,Fund Expenses,178765.56,0.0,EUR,1.0,2023-08-12,INTERNAL,False,Invoice,Heather Weber,2023-08-12,2023-08-12
ACC-JE-1126,ADMIN-FUND-001,2025-01-24,EXPENSE,74618,Keep camera same themselves month. Expert time four. Main wear better place keep research.,5000,Fund Expenses,247354.01,0.0,EUR,1.0,2025-01-24,INTERNAL,False,Invoice,Brandy Mayo,2025-01-24,2025-01-24
ACC-JE-1127,ADMIN-FUND-001,2024-05-14,EXPENSE,47464,Power science cost include issue beautiful. Growth health environmental never nice.,5000,Fund Expenses,43563.77,0.0,EUR,1.0,2024-05-14,INTERNAL,False,Invoice,Sabrina Dillon,2024-05-14,2024-05-14
ACC-JE-1128,ADMIN-FUND-001,2021-12-03,EXPENSE,21870,Pm already son away painting already. According others involve green.,5000,Fund Expenses,85863.45,0.0,EUR,1.0,2021-12-03,INTERNAL,False,Invoice,David Peters,2021-12-03,2021-12-03
ACC-JE-1129,ADMIN-FUND-001,2022-04-11,EXPENSE,55926,Similar cup board yeah health similar hundred. Animal language physical quickly.,5000,Fund Expenses,114500.85,0.0,EUR,1.0,2022-04-11,INTERNAL,False,Invoice,Eric Smith,2022-04-11,2022-04-11
ACC-JE-1130,ADMIN-FUND-001,2024-03-22,EXPENSE,63234,Cell issue rate green suggest win. Material make sure bag you. Church hear of.,5000,Fund Expenses,126231.95,0.0,EUR,1.0,2024-03-22,INTERNAL,False,Invoice,Erin Norton,2024-03-22,2024-03-22
ACC-JE-1131,ADMIN-FUND-001,2022-06-19,EXPENSE,90809,South between type. Rock after probably phone you.,5000,Fund Expenses,62114.53,0.0,EUR,1.0,2022-06-19,INTERNAL,False,Invoice,Hannah Cummings,2022-06-19,2022-06-19
ACC-JE-1132,ADMIN-FUND-001,2024-01-18,EXPENSE,63528,Product fast none act late. Against others kind factor. Party close now at.,5000,Fund Expenses,36150.04,0.0,EUR,1.0,2024-01-18,INTERNAL,False,Invoice,Jacqueline Mcgee,2024-01-18,2024-01-18
