expense_id,fund_code,expense_type,expense_category,vendor_name,expense_date,expense_amount,expense_currency,description,invoice_number,approval_status,payment_status,payment_date,allocated_to_investments,created_date,last_modified_date,fx_rate,fx_rate_as_of,fx_rate_source
ADMIN-EXP-428,ADMIN-FUND-001,Legal,Fund,King Group,2025-10-11,35888.81,EUR,Million we our girl physical. Party draw try institution five ask.,48697,PAID,PAID,2025-10-11,,2025-10-11,2025-10-11,1.0,2025-10-11,INTERNAL
ADMIN-EXP-429,ADMIN-FUND-001,Travel,Transaction,Velazquez Ltd,2024-02-21,83488.25,EUR,Sea smile plan series activity many. Summer animal low into structure see laugh heart.,88206,APPROVED,PAID,2024-02-21,,2024-02-21,2024-02-21,1.0,2024-02-21,INTERNAL
ADMIN-EXP-430,ADMIN-FUND-001,Travel,Transaction,Watson Ltd,2024-12-08,118320.77,EUR,Scene grow north. Right price great out low now.,11173,APPROVED,UNPAID,2024-12-08,,2024-12-08,2024-12-08,1.0,2024-12-08,INTERNAL
ADMIN-EXP-431,ADMIN-FUND-001,Legal,Transaction,"Griffith, Nielsen and Fields",2023-07-31,254679.8,EUR,Cut practice discussion majority. Conference six put finally character.,84605,PAID,UNPAID,2023-07-31,,2023-07-31,2023-07-31,1.0,2023-07-31,INTERNAL
ADMIN-EXP-432,ADMIN-FUND-001,Travel,Transaction,Foster Ltd,2024-10-26,121289.58,EUR,Decision one law development return between which. Camera chance dream billion.,87333,PAID,PAID,2024-10-26,,2024-10-26,2024-10-26,1.0,2024-10-26,INTERNAL
ADMIN-EXP-433,ADMIN-FUND-001,Travel,Fund,Blevins-Collier,2022-07-07,108143.8,EUR,Color cause role consider. Trade newspaper size model.,82462,PAID,UNPAID,2022-07-07,,2022-07-07,2022-07-07,1.0,2022-07-07,INTERNAL
ADMIN-EXP-434,ADMIN-FUND-001,Other,Transaction,"Lopez, Bennett and Brown",2020-12-17,199026.96,EUR,Yet other land head person avoid last myself.,69105,PAID,PAID,2020-12-17,,2020-12-17,2020-12-17,1.0,2020-12-17,INTERNAL
ADMIN-EXP-435,ADMIN-FUND-001,Other,Fund,"Adams, Jackson and Kirby",2023-09-22,103591.84,EUR,All task think address fly. Truth focus wall million take. Necessary big buy memory property.,42382,PENDING,PAID,2023-09-22,,2023-09-22,2023-09-22,1.0,2023-09-22,INTERNAL
ADMIN-EXP-436,ADMIN-FUND-001,Audit,Fund,Gay Group,2025-07-15,55650.65,EUR,Fly sure water describe. Land administration in.,36233,PAID,PAID,2025-07-15,,2025-07-15,2025-07-15,1.0,2025-07-15,INTERNAL
ADMIN-EXP-437,ADMIN-FUND-001,Legal,Fund,"Sanchez, Harris and Wilson",2021-07-11,264576.5,EUR,Rate discover manage baby letter. Magazine piece deep increase specific.,62750,APPROVED,PAID,2021-07-11,,2021-07-11,2021-07-11,1.0,2021-07-11,INTERNAL
ADMIN-EXP-438,ADMIN-FUND-001,Legal,Transaction,"Obrien, Rogers and Vance",2025-10-14,102747.86,EUR,"Nor company bring. Position sometimes over others drug under.
Difference election physical field.",95507,PAID,UNPAID,2025-10-14,,2025-10-14,2025-10-14,1.0,2025-10-14,INTERNAL
ADMIN-EXP-439,ADMIN-FUND-001,Travel,Fund,Ashley-Howard,2023-07-30,256536.27,EUR,Interesting first instead bar court always. Own school become medical color throughout society.,49971,PAID,PAID,2023-07-30,,2023-07-30,2023-07-30,1.0,2023-07-30,INTERNAL
ADMIN-EXP-440,ADMIN-FUND-001,Legal,Transaction,Castillo-Brock,2021-01-11,203920.81,EUR,Stand strategy big always while. Since choose easy once I. Class film heart including.,83927,APPROVED,PAID,2021-01-11,,2021-01-11,2021-01-11,1.0,2021-01-11,INTERNAL
ADMIN-EXP-441,ADMIN-FUND-001,Legal,Fund,Chase and Sons,2024-02-16,80962.56,EUR,Doctor wife oil popular eye scientist. Management adult whatever sell long program purpose.,85354,PENDING,UNPAID,2024-02-16,,2024-02-16,2024-02-16,1.0,2024-02-16,INTERNAL
ADMIN-EXP-442,ADMIN-FUND-001,Legal,Fund,"Clements, Molina and Holt",2024-07-19,145837.77,EUR,Build couple half herself education garden price particularly. Large ten many up.,91090,PENDING,UNPAID,2024-07-19,,2024-07-19,2024-07-19,1.0,2024-07-19,INTERNAL
ADMIN-EXP-443,ADMIN-FUND-001,Legal,Fund,Gross-Lewis,2025-04-08,149113.48,EUR,Sister rate civil up like. Person receive central home force medical news. Water new yard success.,74994,APPROVED,PAID,2025-04-08,,2025-04-08,2025-04-08,1.0,2025-04-08,INTERNAL
ADMIN-EXP-444,ADMIN-FUND-001,Other,Transaction,May PLC,2025-05-26,47825.64,EUR,Reality animal whether owner huge. It difference many sit.,64924,APPROVED,PAID,2025-05-26,,2025-05-26,2025-05-26,1.0,2025-05-26,INTERNAL
ADMIN-EXP-445,ADMIN-FUND-001,Travel,Transaction,Clark Group,2025-07-23,227776.06,EUR,Model cultural senior.,86523,PAID,PAID,2025-07-23,,2025-07-23,2025-07-23,1.0,2025-07-23,INTERNAL
ADMIN-EXP-446,ADMIN-FUND-001,Travel,Transaction,"Gomez, Bishop and Wilson",2022-07-02,78454.45,EUR,Sport see arrive happen weight worker quite. Effect describe water face country put return ground.,70243,APPROVED,PAID,2022-07-02,,2022-07-02,2022-07-02,1.0,2022-07-02,INTERNAL
ADMIN-EXP-447,ADMIN-FUND-001,Travel,Transaction,"White, West and Tyler",2024-02-21,232082.96,EUR,Offer sport husband group we form cup. Kitchen paper everyone success plant push.,50699,PENDING,UNPAID,2024-02-21,,2024-02-21,2024-02-21,1.0,2024-02-21,INTERNAL
ADMIN-EXP-448,ADMIN-FUND-001,Legal,Transaction,Scott-Kramer,2024-03-16,148455.87,EUR,Organization source economic read. Argue unit institution just type fact how.,13364,PENDING,UNPAID,2024-03-16,,2024-03-16,2024-03-16,1.0,2024-03-16,INTERNAL
ADMIN-EXP-449,ADMIN-FUND-001,Travel,Fund,"Baldwin, Benitez and Steele",2020-12-15,106883.09,EUR,Course toward late increase agree matter do. Want relationship record young.,18609,APPROVED,UNPAID,2020-12-15,,2020-12-15,2020-12-15,1.0,2020-12-15,INTERNAL
ADMIN-EXP-450,ADMIN-FUND-001,Audit,Fund,Calhoun and Sons,2023-06-30,214724.84,EUR,Work indeed decade. Free suffer order unit apply trip.,89731,APPROVED,UNPAID,2023-06-30,,2023-06-30,2023-06-30,1.0,2023-06-30,INTERNAL
ADMIN-EXP-451,ADMIN-FUND-001,Legal,Transaction,Francis-Livingston,2022-04-13,54293.3,EUR,Want particularly treat while spend image store. Loss over course thousand.,41312,PAID,PAID,2022-04-13,,2022-04-13,2022-04-13,1.0,2022-04-13,INTERNAL
ADMIN-EXP-452,ADMIN-FUND-001,Travel,Fund,Sherman-Hughes,2021-11-01,201887.48,EUR,Increase body rock man table they school. Material material soldier feel.,54898,PAID,UNPAID,2021-11-01,,2021-11-01,2021-11-01,1.0,2021-11-01,INTERNAL
ADMIN-EXP-453,ADMIN-FUND-001,Travel,Fund,Francis-Hanson,2025-01-26,250926.14,EUR,See management pick morning. Record summer ask standard.,89285,PENDING,UNPAID,2025-01-26,,2025-01-26,2025-01-26,1.0,2025-01-26,INTERNAL
ADMIN-EXP-454,ADMIN-FUND-001,Legal,Fund,Griffin Group,2024-05-02,211153.66,EUR,Someone it bag.,66623,PENDING,PAID,2024-05-02,,2024-05-02,2024-05-02,1.0,2024-05-02,INTERNAL
ADMIN-EXP-455,ADMIN-FUND-001,Other,Fund,Tran and Sons,2022-12-23,172535.53,EUR,Ten else action play somebody book citizen weight. Performance movement cultural west less win.,15377,PAID,PAID,2022-12-23,,2022-12-23,2022-12-23,1.0,2022-12-23,INTERNAL
ADMIN-EXP-456,ADMIN-FUND-001,Legal,Transaction,"Marshall, Humphrey and Myers",2022-06-14,235318.97,EUR,Same huge drive. Difficult he front goal.,20336,APPROVED,PAID,2022-06-14,,2022-06-14,2022-06-14,1.0,2022-06-14,INTERNAL
ADMIN-EXP-457,ADMIN-FUND-001,Travel,Transaction,Ward-Trujillo,2021-12-29,121666.87,EUR,Pass adult keep song leg daughter.,22615,PENDING,UNPAID,2021-12-29,,2021-12-29,2021-12-29,1.0,2021-12-29,INTERNAL
ADMIN-EXP-458,ADMIN-FUND-001,Audit,Fund,"Hall, Johnson and Smith",2022-09-16,113345.72,EUR,Rate should fly. Somebody today brother perhaps until foreign make federal.,62342,APPROVED,PAID,2022-09-16,,2022-09-16,2022-09-16,1.0,2022-09-16,INTERNAL
ADMIN-EXP-459,ADMIN-FUND-001,Legal,Fund,"Ward, Flores and Wood",2022-02-14,171933.24,EUR,Country church life begin. Need listen set simple add guess.,62858,APPROVED,UNPAID,2022-02-14,,2022-02-14,2022-02-14,1.0,2022-02-14,INTERNAL
ADMIN-EXP-460,ADMIN-FUND-001,Travel,Fund,"Buckley, Madden and Moss",2023-04-06,37554.21,EUR,Condition data any without happen cup. Keep chance stop.,39607,PAID,UNPAID,2023-04-06,,2023-04-06,2023-04-06,1.0,2023-04-06,INTERNAL
ADMIN-EXP-461,ADMIN-FUND-001,Legal,Transaction,Faulkner LLC,2022-01-04,144728.31,EUR,Price too why realize. Window evidence weight necessary bring all myself floor.,45735,PENDING,UNPAID,2022-01-04,,2022-01-04,2022-01-04,1.0,2022-01-04,INTERNAL
ADMIN-EXP-462,ADMIN-FUND-001,Other,Fund,Cochran and Sons,2024-02-25,234826.75,EUR,Reality modern serve billion now. Shoulder food particular.,98984,PAID,PAID,2024-02-25,,2024-02-25,2024-02-25,1.0,2024-02-25,INTERNAL
ADMIN-EXP-463,ADMIN-FUND-001,Audit,Fund,Edwards-Gross,2023-03-11,233409.23,EUR,Onto find tend hard name entire follow. Institution simply quality.,85297,PAID,PAID,2023-03-11,,2023-03-11,2023-03-11,1.0,2023-03-11,INTERNAL
ADMIN-EXP-464,ADMIN-FUND-001,Legal,Fund,Merritt-Ferguson,2023-08-12,178765.56,EUR,Indicate somebody much truth leader. Hit consumer describe prove.,79919,PENDING,PAID,2023-08-12,,2023-08-12,2023-08-12,1.0,2023-08-12,INTERNAL
ADMIN-EXP-465,ADMIN-FUND-001,Other,Transaction,Wallace and Sons,2025-01-24,247354.01,EUR,Keep camera same themselves month. Expert time four. Main wear better place keep research.,74618,PENDING,UNPAID,2025-01-24,,2025-01-24,2025-01-24,1.0,2025-01-24,INTERNAL
ADMIN-EXP-466,ADMIN-FUND-001,Audit,Fund,Gonzalez Inc,2024-05-14,43563.77,EUR,Power science cost include issue beautiful. Growth health environmental never nice.,47464,PAID,UNPAID,2024-05-14,,2024-05-14,2024-05-14,1.0,2024-05-14,INTERNAL
ADMIN-EXP-467,ADMIN-FUND-001,Audit,Transaction,Short Group,2021-12-03,85863.45,EUR,Pm already son away painting already. According others involve green.,21870,APPROVED,PAID,2021-12-03,,2021-12-03,2021-12-03,1.0,2021-12-03,INTERNAL
ADMIN-EXP-468,ADMIN-FUND-001,Legal,Transaction,Parks-Summers,2022-04-11,114500.85,EUR,Similar cup board yeah health similar hundred. Animal language physical quickly.,55926,PAID,PAID,2022-04-11,,2022-04-11,2022-04-11,1.0,2022-04-11,INTERNAL
ADMIN-EXP-469,ADMIN-FUND-001,Audit,Transaction,Collier-Lucas,2024-03-22,126231.95,EUR,Cell issue rate green suggest win. Material make sure bag you. Church hear of.,63234,APPROVED,PAID,2024-03-22,,2024-03-22,2024-03-22,1.0,2024-03-22,INTERNAL
ADMIN-EXP-470,ADMIN-FUND-001,Audit,Fund,"Rojas, Pittman and Martin",2022-06-19,62114.53,EUR,South between type. Rock after probably phone you.,90809,PENDING,PAID,2022-06-19,,2022-06-19,2022-06-19,1.0,2022-06-19,INTERNAL
ADMIN-EXP-471,ADMIN-FUND-001,Other,Transaction,"Castillo, Cobb and Mccormick",2024-01-18,36150.04,EUR,Product fast none act late. Against others kind factor. Party close now at.,63528,APPROVED,UNPAID,2024-01-18,,2024-01-18,2024-01-18,1.0,2024-01-18,INTERNAL
ADMIN-EXP-472,ADMIN-FUND-001,Travel,Transaction,Harrison-Berry,2021-02-05,159744.18,EUR,Short stop sea direction question go. Go bring challenge side expert try.,13995,PENDING,PAID,2021-02-05,,2021-02-05,2021-02-05,1.0,2021-02-05,INTERNAL
ADMIN-EXP-473,ADMIN-FUND-001,Other,Fund,Morris Group,2024-02-25,210146.2,EUR,Tax people score decide real. Choose clear PM some. Hour PM behind process.,63228,APPROVED,PAID,2024-02-25,,2024-02-25,2024-02-25,1.0,2024-02-25,INTERNAL
ADMIN-EXP-474,ADMIN-FUND-001,Audit,Fund,"Morales, Anderson and Barnett",2024-09-16,118726.91,EUR,Identify use research them theory dark. Friend check when many moment effort.,57863,APPROVED,PAID,2024-09-16,,2024-09-16,2024-09-16,1.0,2024-09-16,INTERNAL
ADMIN-EXP-475,ADMIN-FUND-001,Travel,Fund,Cochran LLC,2023-09-18,49165.36,EUR,Teacher here piece central. Soon skill commercial. Interest production side ground staff miss trip.,40198,PAID,PAID,2023-09-18,,2023-09-18,2023-09-18,1.0,2023-09-18,INTERNAL
ADMIN-EXP-476,ADMIN-FUND-001,Other,Fund,Schultz-Meadows,2023-06-10,107074.46,EUR,Expert successful his cost house middle particularly. Create baby think clear employee soldier.,17073,PENDING,UNPAID,2023-06-10,,2023-06-10,2023-06-10,1.0,2023-06-10,INTERNAL
ADMIN-EXP-477,ADMIN-FUND-002,Travel,Fund,"Baker, Harris and Ramirez",2021-05-27,141675.91,USD,Bed most laugh young local.,63067,PENDING,UNPAID,2021-05-27,,2021-05-27,2021-05-27,1.0,2021-05-27,INTERNAL
ADMIN-EXP-478,ADMIN-FUND-002,Travel,Fund,"Watson, Chavez and Benson",2025-08-03,93003.43,USD,Information politics show up guy leader. Rise onto live wind base. Front item foot again.,31478,PENDING,UNPAID,2025-08-03,,2025-08-03,2025-08-03,1.0,2025-08-03,INTERNAL
ADMIN-EXP-479,ADMIN-FUND-002,Travel,Transaction,Monroe LLC,2023-09-14,61639.01,USD,Detail structure actually data themselves fast myself. Week remember audience.,72049,APPROVED,PAID,2023-09-14,,2023-09-14,2023-09-14,1.0,2023-09-14,INTERNAL
ADMIN-EXP-480,ADMIN-FUND-002,Audit,Fund,"Brown, Wilson and Stevens",2024-07-22,37918.25,USD,Sport opportunity great break yes system soon. His teach risk because structure.,41234,PAID,PAID,2024-07-22,,2024-07-22,2024-07-22,1.0,2024-07-22,INTERNAL
ADMIN-EXP-481,ADMIN-FUND-002,Legal,Transaction,"Rodriguez, Escobar and Ortiz",2025-09-09,166319.4,USD,Work beat development think stop artist blood. Remember high oil age.,10017,APPROVED,UNPAID,2025-09-09,,2025-09-09,2025-09-09,1.0,2025-09-09,INTERNAL
ADMIN-EXP-482,ADMIN-FUND-002,Travel,Fund,Key Ltd,2022-05-09,180800.5,USD,Wife important tend anyone. Garden million without.,32962,PAID,UNPAID,2022-05-09,,2022-05-09,2022-05-09,1.0,2022-05-09,INTERNAL
ADMIN-EXP-483,ADMIN-FUND-002,Travel,Fund,Davis-Bailey,2024-03-02,220876.9,USD,Strong work kitchen sell recently list mother officer. Institution common pay sea.,74833,PAID,PAID,2024-03-02,,2024-03-02,2024-03-02,1.0,2024-03-02,INTERNAL
ADMIN-EXP-484,ADMIN-FUND-002,Travel,Fund,Mcgrath-Shaffer,2022-06-03,188510.51,USD,Town daughter gun mean. Particular drug leg today staff.,73343,PENDING,UNPAID,2022-06-03,,2022-06-03,2022-06-03,1.0,2022-06-03,INTERNAL
ADMIN-EXP-485,ADMIN-FUND-002,Legal,Fund,Henry and Sons,2025-09-25,169889.13,USD,Activity remember task. Side result and throw site color. Among teach must mind cost.,35022,PAID,UNPAID,2025-09-25,,2025-09-25,2025-09-25,1.0,2025-09-25,INTERNAL
ADMIN-EXP-486,ADMIN-FUND-002,Other,Transaction,Barnes and Sons,2022-04-03,217744.28,USD,Year health after base cup career. Section write Democrat feeling believe toward experience.,19302,PENDING,UNPAID,2022-04-03,,2022-04-03,2022-04-03,1.0,2022-04-03,INTERNAL
ADMIN-EXP-487,ADMIN-FUND-002,Audit,Transaction,Wright-Lopez,2024-04-24,157709.2,USD,Story put son capital not safe. Decide arm avoid question.,37376,APPROVED,PAID,2024-04-24,,2024-04-24,2024-04-24,1.0,2024-04-24,INTERNAL
ADMIN-EXP-488,ADMIN-FUND-002,Other,Transaction,Smith-Benson,2022-07-09,196994.14,USD,Five natural national old soldier. Quality wall threat.,88401,APPROVED,UNPAID,2022-07-09,,2022-07-09,2022-07-09,1.0,2022-07-09,INTERNAL
ADMIN-EXP-489,ADMIN-FUND-002,Other,Fund,Clark-Wall,2022-06-15,146426.89,USD,Subject community teach research. Year table defense next well simply authority.,91293,PENDING,UNPAID,2022-06-15,,2022-06-15,2022-06-15,1.0,2022-06-15,INTERNAL
ADMIN-EXP-490,ADMIN-FUND-002,Audit,Fund,Ford-George,2025-09-24,57155.92,USD,But who ground reality. Hold describe capital defense card.,64649,PENDING,UNPAID,2025-09-24,,2025-09-24,2025-09-24,1.0,2025-09-24,INTERNAL
ADMIN-EXP-491,ADMIN-FUND-002,Travel,Fund,"Beasley, Garcia and Andrews",2024-08-06,177631.74,USD,Various affect together attorney. Probably Congress food different test college crime present.,87395,PENDING,UNPAID,2024-08-06,,2024-08-06,2024-08-06,1.0,2024-08-06,INTERNAL
ADMIN-EXP-492,ADMIN-FUND-002,Other,Fund,Miller-Bush,2022-08-19,205290.24,USD,Very manager thus. Already sea hair receive. What according save to ready thought go.,80985,APPROVED,PAID,2022-08-19,,2022-08-19,2022-08-19,1.0,2022-08-19,INTERNAL
ADMIN-EXP-493,ADMIN-FUND-002,Other,Fund,Washington Inc,2021-01-04,68837.55,USD,Degree able heart girl.,25640,APPROVED,PAID,2021-01-04,,2021-01-04,2021-01-04,1.0,2021-01-04,INTERNAL
ADMIN-EXP-494,ADMIN-FUND-002,Travel,Transaction,Frey-Quinn,2022-08-05,45306.23,USD,Cold guy friend. Produce bag effort behavior instead. National traditional get unit.,62530,APPROVED,PAID,2022-08-05,,2022-08-05,2022-08-05,1.0,2022-08-05,INTERNAL
ADMIN-EXP-495,ADMIN-FUND-002,Other,Transaction,Solis Group,2025-04-04,99837.16,USD,Some stock of north green. Thing often color.,51766,PAID,UNPAID,2025-04-04,,2025-04-04,2025-04-04,1.0,2025-04-04,INTERNAL
ADMIN-EXP-496,ADMIN-FUND-002,Other,Transaction,Wall-Wilson,2021-12-22,94680.22,USD,Social more single control task speak sign. Sure fund address.,97229,PAID,UNPAID,2021-12-22,,2021-12-22,2021-12-22,1.0,2021-12-22,INTERNAL
ADMIN-EXP-497,ADMIN-FUND-002,Audit,Transaction,Smith-Burns,2024-01-02,206264.93,USD,Leader own within fall treat fill view everyone. Opportunity write break finally member sometimes.,56145,APPROVED,PAID,2024-01-02,,2024-01-02,2024-01-02,1.0,2024-01-02,INTERNAL
ADMIN-EXP-498,ADMIN-FUND-002,Other,Transaction,Gould-Burns,2024-05-20,83490.86,USD,Put play bad project American.,10897,APPROVED,UNPAID,2024-05-20,,2024-05-20,2024-05-20,1.0,2024-05-20,INTERNAL
ADMIN-EXP-499,ADMIN-FUND-002,Other,Transaction,Patrick-Burton,2022-11-16,132775.33,USD,"Today meet per seem provide.
Way southern continue money color. Level energy help until.",64385,PAID,PAID,2022-11-16,,2022-11-16,2022-11-16,1.0,2022-11-16,INTERNAL
ADMIN-EXP-500,ADMIN-FUND-002,Legal,Transaction,"Warren, Rodgers and Ramirez",2024-03-06,42829.65,USD,I majority effort continue. Culture real imagine special data doctor road.,60150,PENDING,UNPAID,2024-03-06,,2024-03-06,2024-03-06,1.0,2024-03-06,INTERNAL
ADMIN-EXP-501,ADMIN-FUND-002,Other,Transaction,"Gordon, Wright and Randolph",2021-08-06,226142.85,USD,However as anything draw mean. Trial list minute idea.,11856,PAID,UNPAID,2021-08-06,,2021-08-06,2021-08-06,1.0,2021-08-06,INTERNAL
ADMIN-EXP-502,ADMIN-FUND-002,Travel,Transaction,Herrera-Thompson,2023-01-07,163937.55,USD,"Quickly evidence make yet.
Support no yet effort. Black worker tell also no serious.",54142,PAID,PAID,2023-01-07,,2023-01-07,2023-01-07,1.0,2023-01-07,INTERNAL
ADMIN-EXP-503,ADMIN-FUND-002,Other,Fund,Novak-Johnson,2025-01-09,62288.59,USD,Building look military pay. New tree tree service rich while just in.,90870,PENDING,UNPAID,2025-01-09,,2025-01-09,2025-01-09,1.0,2025-01-09,INTERNAL
ADMIN-EXP-504,ADMIN-FUND-002,Legal,Fund,"Gutierrez, Castaneda and Mendez",2024-12-26,222460.81,USD,Prove senior six hour the front fire.,56369,PAID,PAID,2024-12-26,,2024-12-26,2024-12-26,1.0,2024-12-26,INTERNAL
ADMIN-EXP-505,ADMIN-FUND-002,Audit,Fund,Lee-Miller,2023-12-13,122300.19,USD,Individual head dog modern. Spend financial relate weight.,50917,APPROVED,PAID,2023-12-13,,2023-12-13,2023-12-13,1.0,2023-12-13,INTERNAL
ADMIN-EXP-506,ADMIN-FUND-002,Legal,Transaction,"Newton, Lawson and Suarez",2024-07-15,161569.01,USD,Give tell window kind available race. Who apply between human.,71756,PENDING,UNPAID,2024-07-15,,2024-07-15,2024-07-15,1.0,2024-07-15,INTERNAL
ADMIN-EXP-507,ADMIN-FUND-002,Audit,Transaction,Santiago-Livingston,2023-03-26,219704.93,USD,Business realize food although right. Experience apply example fact letter control apply case.,24900,PAID,UNPAID,2023-03-26,,2023-03-26,2023-03-26,1.0,2023-03-26,INTERNAL
ADMIN-EXP-508,ADMIN-FUND-002,Other,Transaction,Baird-Wiggins,2025-06-09,227257.39,USD,Buy education something dream national word wait all. Including wear participant boy tough nice.,78508,PAID,PAID,2025-06-09,,2025-06-09,2025-06-09,1.0,2025-06-09,INTERNAL
ADMIN-EXP-509,ADMIN-FUND-002,Legal,Fund,Jones-Powell,2024-09-06,196391.24,USD,Red tell past to.,51943,PAID,UNPAID,2024-09-06,,2024-09-06,2024-09-06,1.0,2024-09-06,INTERNAL
ADMIN-EXP-510,ADMIN-FUND-002,Audit,Fund,Burke and Sons,2021-11-27,142681.74,USD,Size firm south address. Throughout but finish lay method.,30863,APPROVED,PAID,2021-11-27,,2021-11-27,2021-11-27,1.0,2021-11-27,INTERNAL
ADMIN-EXP-511,ADMIN-FUND-002,Other,Fund,"Horn, Brock and Perez",2024-11-13,175937.16,USD,As practice there main early. Point happy cell eight. Hard throw gun involve as stand.,57263,PAID,UNPAID,2024-11-13,,2024-11-13,2024-11-13,1.0,2024-11-13,INTERNAL
ADMIN-EXP-512,ADMIN-FUND-002,Audit,Transaction,Thornton PLC,2023-01-11,69076.44,USD,Exist represent somebody suggest each share simple. Pull peace me same adult recognize movie.,78790,APPROVED,PAID,2023-01-11,,2023-01-11,2023-01-11,1.0,2023-01-11,INTERNAL
ADMIN-EXP-513,ADMIN-FUND-002,Other,Fund,"Arroyo, Bowen and Wise",2021-01-31,121125.21,USD,Offer value answer line. Drug they garden country agree also serve.,18691,PENDING,PAID,2021-01-31,,2021-01-31,2021-01-31,1.0,2021-01-31,INTERNAL
ADMIN-EXP-514,ADMIN-FUND-002,Other,Fund,"Carpenter, Roberts and Jones",2024-01-06,140136.7,USD,Game word town animal hundred thus treat.,49649,PENDING,UNPAID,2024-01-06,,2024-01-06,2024-01-06,1.0,2024-01-06,INTERNAL
ADMIN-EXP-515,ADMIN-FUND-002,Other,Fund,"Delgado, Curry and Smith",2024-11-14,129677.02,USD,Around cultural huge travel. Race power same peace picture until throw bar.,82154,PAID,UNPAID,2024-11-14,,2024-11-14,2024-11-14,1.0,2024-11-14,INTERNAL
ADMIN-EXP-516,ADMIN-FUND-002,Travel,Fund,Smith Inc,2023-07-05,200820.34,USD,Bag tend determine bed citizen notice. Arrive western far.,12214,PAID,UNPAID,2023-07-05,,2023-07-05,2023-07-05,1.0,2023-07-05,INTERNAL
ADMIN-EXP-517,ADMIN-FUND-002,Legal,Fund,Gibson-Schneider,2023-07-30,76130.49,USD,"Above firm degree enough deep enough stand.
Skin support able. Hotel shoulder glass energy.",62317,PAID,PAID,2023-07-30,,2023-07-30,2023-07-30,1.0,2023-07-30,INTERNAL
ADMIN-EXP-518,ADMIN-FUND-002,Legal,Fund,Holden and Sons,2024-10-19,154978.4,USD,Name trade situation. Network wind sport writer actually.,53743,PAID,PAID,2024-10-19,,2024-10-19,2024-10-19,1.0,2024-10-19,INTERNAL
ADMIN-EXP-519,ADMIN-FUND-002,Legal,Fund,Smith PLC,2022-09-29,214251.09,USD,Yourself too wind tree campaign free usually. Dark president boy actually share very move.,94808,PAID,UNPAID,2022-09-29,,2022-09-29,2022-09-29,1.0,2022-09-29,INTERNAL
ADMIN-EXP-520,ADMIN-FUND-002,Legal,Fund,Becker PLC,2021-01-22,191667.3,USD,"Continue same meeting fly receive impact.
Ago us movement goal base.",13480,PAID,UNPAID,2021-01-22,,2021-01-22,2021-01-22,1.0,2021-01-22,INTERNAL
ADMIN-EXP-521,ADMIN-FUND-002,Other,Transaction,Hughes-Davis,2025-10-09,171625.15,USD,Cause live day bill under front. Candidate shoulder subject treatment.,88117,APPROVED,PAID,2025-10-09,,2025-10-09,2025-10-09,1.0,2025-10-09,INTERNAL
ADMIN-EXP-522,ADMIN-FUND-002,Other,Fund,Watkins-Jones,2025-07-19,72460.64,USD,Political quite bag college officer standard dog. Mind example work report purpose care.,29232,PAID,PAID,2025-07-19,,2025-07-19,2025-07-19,1.0,2025-07-19,INTERNAL
ADMIN-EXP-523,ADMIN-FUND-002,Other,Fund,Smith-Fox,2023-12-29,177302.34,USD,Soldier wife series. Safe coach play television end best pay home.,86386,PAID,UNPAID,2023-12-29,,2023-12-29,2023-12-29,1.0,2023-12-29,INTERNAL
ADMIN-EXP-524,ADMIN-FUND-002,Other,Transaction,"Johnson, Melton and Roy",2020-12-01,136116.8,USD,World my tonight interest. Vote day remain level.,28628,APPROVED,UNPAID,2020-12-01,,2020-12-01,2020-12-01,1.0,2020-12-01,INTERNAL
ADMIN-EXP-525,ADMIN-FUND-002,Audit,Transaction,"Wheeler, Sweeney and Randolph",2021-04-20,113841.77,USD,Growth support mean lay whom. Power energy pressure positive staff best itself.,48262,PENDING,UNPAID,2021-04-20,,2021-04-20,2021-04-20,1.0,2021-04-20,INTERNAL
ADMIN-EXP-526,ADMIN-FUND-002,Audit,Fund,Marshall PLC,2023-02-28,211567.32,USD,Prevent would stock newspaper product green soon.,40395,PENDING,UNPAID,2023-02-28,,2023-02-28,2023-02-28,1.0,2023-02-28,INTERNAL
ADMIN-EXP-527,ADMIN-FUND-002,Legal,Fund,"Malone, Marks and Fisher",2024-02-21,114972.71,USD,Environmental stand rock ability fund president book.,27657,PAID,UNPAID,2024-02-21,,2024-02-21,2024-02-21,1.0,2024-02-21,INTERNAL
ADMIN-EXP-528,ADMIN-FUND-002,Travel,Transaction,Strong-Parker,2023-02-14,129777.81,USD,Anything voice speak list machine city. Mouth machine leader drug today.,37303,APPROVED,UNPAID,2023-02-14,,2023-02-14,2023-02-14,1.0,2023-02-14,INTERNAL
ADMIN-EXP-529,ADMIN-FUND-002,Audit,Fund,Johnson Ltd,2021-11-09,167370.4,USD,Support her whatever growth ground catch meeting. Food his music agency what several environment.,68949,PENDING,PAID,2021-11-09,,2021-11-09,2021-11-09,1.0,2021-11-09,INTERNAL
ADMIN-EXP-530,ADMIN-FUND-002,Travel,Fund,"Daugherty, Mitchell and Gibson",2021-09-07,135774.34,USD,Ready find along project. Deep cultural American owner friend black.,47829,PAID,PAID,2021-09-07,,2021-09-07,2021-09-07,1.0,2021-09-07,INTERNAL
